text,Bored,Angry,Sad,Fear,Happy,Excited
"hristineElmer: Appalling performance by Miliband, hand in pocket, just turned his back in QuestionTime audience. No answers KLabour�",0.0561092988,0.3355159384,0.2751620126,0.1623787032,0.0718022051,0.0990318419
ndependent: Lib Dems expose secret Tory plan to 'slash' child benefit to meet �8bn cuts target  �,0.0661962716,0.1446312666,0.0844461396,0.1479584089,0.182764208,0.3740037052
eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. �,0.066328357,0.1938023063,0.1134441002,0.1899816508,0.201346109,0.2350974767
"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) �",0.0,0.1126397055,0.0905532339,0.1936006766,0.2860390204,0.3171673635
"raceyMurph safe to vote SNP and the Tories won't get in, and the Tories will get loads off UKIP voters scared of the SNP",0.1120232236,0.4186104584,0.1715051685,0.1846756531,0.0526954504,0.060490046
"aebD and y'know, the tories not voting down supply bills. like they did that one time.",0.1023117639,0.3927067943,0.246306334,0.1376570228,0.0501853161,0.0708327689
xlabourite: ebatingfools upTroop the guy wearing a Boris Johnson mask claiming to support UKIP was released instantly apparently? �,0.054539021,0.1279978981,0.1849347143,0.3517561813,0.1026665675,0.1781056178
arrynewman The audience's time with Nick Clegg was irritating. Heckled rather than asking him important policy questions.,0.0944567959,0.5146200251,0.1996491332,0.1065453807,0.0405232405,0.0442054246
"auseswans mum... , da d.... I'm ukip",0.0994049609,0.1811645506,0.2215001641,0.2127094402,0.1344931813,0.1507277029
onathanArnott: My last tweets show UKIP's real policies on the NHS. You can see for yourself at  - or you could �,0.0404481164,0.0819934666,0.0527963803,0.2350145175,0.2868952931,0.3028522263
How can Ed Miliband form a minority government without some kind of tacit deal with the SNP?,0.1110244163,0.2878688388,0.2937824497,0.2359852757,0.023123321,0.0482156985
llymaciver11: I'm SNPbecause everything Els is Tory AskNicola bbcqt VoteSNP,0.0565022237,0.1640397814,0.0662698731,0.0985984884,0.2134498281,0.4011398052
"afydd_Wigley: Nick Clegg. Makes it clear that Lib Dems are willing to go into coalition with the Tories - AGAIN ! Are you listening,  �",0.0873420683,0.1570548425,0.0766280121,0.2301616912,0.2164756233,0.2323377626
rvineWelsh: So Lab mantra all will be well if we 'get the Tories out' now 'but we don't want them out badly enough to work with a cent�,0.1198018462,0.1894817175,0.2501466501,0.2857873917,0.0651232763,0.0896591183
ouglasDaniel: Miliband's new line 'if you don't vote Labour in Scotland I will punish you by letting the Tories in'.,0.0250212956,0.6022401674,0.0468470861,0.0902037197,0.0936105769,0.1420771543
"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0491099179,0.1184505369,0.1675080671,0.1255423395,0.2134242072,0.3259649313
"ames_askwith heMockneyRebel cottieh419 Ukip PPCs are either silent when asked, or refuse to endorse what their party stands for",0.1078186453,0.2418559271,0.1575426151,0.1833967199,0.1313801407,0.178005952
These pundits talking about reaction of bbcqt audience is ludicrous. On the BBC's own admission half of them were Tories &amp; LibDens,0.0705626078,0.2900335179,0.2269827747,0.2299534937,0.064930666,0.11753694
"SmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%",0.0383055122,0.1719998359,0.1463675672,0.1892052617,0.1703673185,0.2837545045
hauntberry elegraph  No it wasn't fair. Why only asked Ed abt non-dorm? Why not Cameron and Clegg? It was fucking stacked.,0.0377150109,0.4843915754,0.2454002329,0.1193380408,0.0456064427,0.0675486973
"lowmonkey1 heSNP No deals, no coalition - quite clear. The only way to keep the Tories out is to vote scottishlabour No other way.",0.0653214078,0.2302004846,0.081346818,0.0987782392,0.2436799657,0.2806730846
"enrileysmith: One-word verdicts from ameskirkup. 
Cameron: strong
Miliband: stumbling
Clegg: sidelined
Audience: savage 
�",0.0,0.1779548783,0.1095583257,0.1700884157,0.1660258941,0.3763724862
"tonOldBoys: If you thought Labour over spent read the facts, up until the Banking Crisis spent less than the Tories �",0.1520359384,0.1561971925,0.1475942144,0.2584407105,0.1143169155,0.1714150286
uidoFawkes: Miliband's trip makes the News at Ten,0.0550786125,0.0704046828,0.0998239748,0.2339275761,0.2326676089,0.3080975449
"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) �",0.0,0.1126397055,0.0905532339,0.1936006766,0.2860390204,0.3171673635
"S_Kelly: Alt Coldplay:Look at the seats!
Look how they swing for you,
And everything you do,
Yeah, they were all yellow.
heMcNicol �",0.0,0.1116252371,0.0810669469,0.1313630029,0.3590077391,0.316937074
elshConserv: We've come a long way in 5yrs. Don't let EdM &amp; SNP drag us back to square one. Let's keep going SecureTheRecovery https:�,0.0297634427,0.2328104889,0.0205712488,0.0459298893,0.20413817,0.4667867602
"astwoodsnp222: imForScotland It's not a bluff Jim, If Lab let the Tories in instead of being supported by SNP to form a gov, they wi�",0.0846104881,0.4146136625,0.1377985041,0.1317737075,0.1066990673,0.1245045704
ichjb1987: �hrisDYork: And here's the best bit of the night so far... Miliband nearly face-planting the Q bbcqt �,0.097248591,0.1508867968,0.0745696484,0.1807479021,0.2472773183,0.2492697434
Election2015 Nick Clegg risks losing his seat in general election ,0.1373156741,0.0896317663,0.2033635491,0.352990205,0.0582951756,0.1584036299
hristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... VoteSNP,0.0180249038,0.0933161012,0.2160215124,0.4691595611,0.0731824384,0.1302954831
"elticWolf1312: Disgusted by d_Miliband saying he would rather let the Tories in than work with heSNP
People must vote for the prog�",0.0680675146,0.4389402653,0.1297235301,0.2107300529,0.0546406806,0.0978979565
cotnotbritt: Well thats it. LABOUR would rather have a TORY government rather than work with the SNP. ,0.0945979573,0.2276184321,0.2832525416,0.2257071337,0.0695197888,0.0993041465
"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) �",0.0,0.1126397055,0.0905532339,0.1936006766,0.2860390204,0.3171673635
"anicedickson: Tory MP wishes Sir John A. a happy birthday, months late ",0.0532867287,0.0797482433,0.1274067307,0.16331686,0.3411431904,0.2350982468
"esGiffnock: Here is Ed Miliband handing the GE to the Tories Please RT
",0.0114782933,0.0772279463,0.046934077,0.0818611386,0.4484811845,0.3340173602
Some of Cameron's lies in more detail...  ,0.2345511893,0.1455203021,0.2010698744,0.3228734622,0.0483015637,0.0476836083
"Miliband stumbles, Cameron dodges ",0.0328215382,0.0872828138,0.0751142745,0.1220118005,0.3909934127,0.2917761602
d_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt,0.0502438404,0.1860792274,0.1869492261,0.159931624,0.199209686,0.2175863961
anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? �,0.0575708674,0.2344285732,0.1821576972,0.2109714696,0.1574921084,0.1573792843
otalPolitics: After the milistumble here's Nick Clegg rudemanslapdown ,0.0,0.1564725103,0.1056163431,0.1824918364,0.2456164564,0.3098028538
"ucyMPowell: Tough questions to both leaders, but only Ed Miliband actually answering them bbcqt",0.0855475706,0.1597458083,0.1361979309,0.2195364602,0.1666319059,0.2323403241
"ohn_mcgoff: Tomorrows Sun - English edition ""Ed Miliband Trips off Stage""
Tomorrows Sun - Scottish edition ""Ed Miliband's Tripping""",0.0633662437,0.1303417363,0.1543004805,0.196462468,0.1769295115,0.27859956
"an_beckett: No questions on tax havens for PM on bbcqt - Pourquoi?
Cameron�s father left offshore assets in tax haven of Jersey
http:�",0.0255300025,0.2495631989,0.2467044795,0.1719213522,0.1491561109,0.157124856
orkshirelabour: Time and time again David Cameron refuses to say which working benefits he'll cut. The audience are growing frustrated�,0.0201912374,0.5989697025,0.1797774814,0.1358316855,0.0265744188,0.0386554745
hunkymark wenJones84 lab going to hand the torys keys to downing st to keep out snp. Can't blame snp now folks ed will sell yous out😂,0.1328389081,0.2618509693,0.1076401514,0.1816994583,0.1491448173,0.1668256956
"heLastLeg Russell forces Miliband to say ""hapax mogolgnon"" Milibrand",0.056752222,0.1661549544,0.1071192847,0.1292108926,0.1777311961,0.3630314502
"Suzanne Evans This Lady is a little gem. Straight talking, intelligent fierce UKIP warrior. What you see is what you get. Love the honesty.",0.0123174181,0.1251680811,0.0202600127,0.0825580696,0.2725313362,0.4871650823
"You are misinformed.If you do actually want to learn about UKIP, feel free. ",0.0905100161,0.3568369882,0.076338372,0.1335492843,0.1925169286,0.1502484109
evinJPringle: .d_Miliband's distancing from heSNP wholly under pressure from Tories - he went way too far &amp; has given Labour in Sc…,0.0946054337,0.2522195904,0.1839054529,0.2237774174,0.117200463,0.1282916426
enCooper86: When did Labour start overspending &amp; does this mean the Tories under Major overspent too? bbcqt ,0.1069335433,0.1673274534,0.2076397557,0.3372764829,0.0756925169,0.1051302478
"rances_Coppola: Now on the train. Across the aisle are four drunk Tory men loudly proclaiming that we must cut the deficit ""because it…",0.0263619334,0.2775748172,0.2035969177,0.2571000892,0.089492783,0.1458734595
"atieWeasel: Ed Miliband ""we're not going to do a deal with the SNP, there will be no coalition with the SNP"" bbcqt …",0.0333580038,0.1821287485,0.1738536543,0.1817971374,0.1882882747,0.2405741814
"rdavidwhitley: ""Cosying up to Russell Brand shows that Ed Miliband just isn't cut out to be Prime Minister."" ",0.0969373852,0.1473152323,0.2152442359,0.1916853335,0.1328138366,0.2160039765
ougyMontiel: Everyone is going to be on Tory Lanez soon 📶,0.0849159572,0.065805429,0.1141717921,0.1543141082,0.1838624168,0.3969302967
"not even Inspector Gadget could find your dignity, fam ",0.347267202,0.1502406758,0.1581862668,0.1748150985,0.0605913764,0.1088993804
onwindward: imForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…,0.0391515084,0.1113953006,0.1314190959,0.2630280976,0.1964466567,0.2585593408
"ancman10: Tonight's YouGov poll:
LAB 35%
CON 34%
UKIP 12%
LDEM 8%
GRN 5%
7DaysToGo
GE2015",0.0276178088,0.2125450831,0.0747753891,0.1016527649,0.1838495497,0.3995594045
APonsonby: 'Vote for us or we'll set the Tories on you'. I just can't see this as anything other than a suicide note for cottishlabo…,0.0,0.2328098665,0.2813139999,0.2108199841,0.1543705596,0.1206855899
avidbush that we can agree on. You over the border in Scotland? I'm in safe Tory seat not seen our Tory candidate /shrug UKIP/LD busy here,0.038338157,0.1483848539,0.1628677653,0.1923525938,0.2817438605,0.1763127695
iviEastSNP: So Milliband and Labour would rather allow the Tories back in than form a Government. Why is he standing then!... http://t…,0.0767381696,0.3935155915,0.1813742949,0.2138609779,0.0594412203,0.0750697459
ombradby: Nick Clegg looks supremely confident in this format. I think he's done himself some favours tonight.,0.0614511333,0.0756973724,0.1260383854,0.3801091635,0.1809540742,0.1757498713
ameslee42 teveRHolmes SNP won't abstain from a left-leaning programme of minority Govt. They'd be crucified in Scotland.,0.0510672689,0.234788955,0.2199676816,0.1948802857,0.1417809069,0.157514902
"elticWolf1312: Disgusted by d_Miliband saying he would rather let the Tories in than work with heSNP
People must vote for the prog…",0.0646494271,0.4461447793,0.1285446232,0.2043508671,0.0560376183,0.100272685
"iarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…",0.1248705974,0.3792696599,0.1863052273,0.1139737902,0.0840517201,0.111529005
If Miliband doesn't think the last labour government overspent then there is no way him and his party can be trusted with the economy,0.2378340741,0.27848452,0.1444199615,0.1408735206,0.0796037865,0.1187841372
ameskirkup: David Cameron will be happy with tonight's events. Nick Clegg will be satisfied. Ed Miliband will be sad. bbcqt,0.0,0.0615743421,0.5203486547,0.1228914937,0.1695832052,0.1256023043
egidRoberts: inaTeapot27 lexx_McArthur ratdha anything at all is better than the Tories back in. A lab/snp/plaid/green/lib/kitch…,0.02993903,0.118241243,0.0747167896,0.1354514692,0.2966787235,0.3449727446
"oncstone: ICM snap poll for the bbcqt special has a solid win for David Cameron: 

44% Cameron
38% Miliband
19% Clegg …",0.0,0.1443546107,0.0286784968,0.0798440192,0.2774718582,0.4696510151
hewinning55: Sturgeon gives herself payrise making her 6th highest paid politician in World and rides around in a helicopter then slam…,0.042045619,0.1989510281,0.0610516031,0.1184110166,0.2268580365,0.3526826967
Politics: BBC Question Time sketch: David Cameron v Ed Miliband... and Liam Byrne: In a spe...  via .heNewsHype,0.1162453573,0.1692532627,0.1590486932,0.2010497275,0.1479540078,0.2064489515
"smart: Aw Miliband, just wait till the Scottish results come in bbcqt ",0.0455969086,0.1679286986,0.0777670253,0.257319194,0.1827787586,0.2686094149
David Cameron confidant promotes forced depopulation of Muslims in Europe  via ritersofColour,0.0718032326,0.2102867547,0.1926864171,0.2005289997,0.1218241248,0.202870471
anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …,0.0575708674,0.2344285732,0.1821576972,0.2109714696,0.1574921084,0.1573792843
miablecynic: I'm a GreenParty member but I'll vote Labour because I believe Ed has the best chance of ending Tory rule dontvotegre…,0.0187695715,0.1194878631,0.0420419124,0.0915724877,0.2774372232,0.4506909421
"Last RT: If Ed Milliband won't do a deal with SNP, highly unlikely they will be in government",0.1342036832,0.1736527087,0.2112061059,0.2209808353,0.0916104491,0.168346218
lways_a_Yes: Miliband just doesn't understand Scots and he is getting poor advice from Scottish Labour politicians all desperate to ke…,0.1053421463,0.2535010333,0.254672837,0.1959449789,0.0893236081,0.1012153964
"_Liberty_Rebel: Only regret at BBCQT is that, in Yorkshire, no-one asked Miliband about connection between Rotherham &amp; criminalising…",0.082102842,0.228155111,0.245352625,0.2463281097,0.0911856995,0.1068756128
"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0491099179,0.1184505369,0.1675080671,0.1255423395,0.2134242072,0.3259649313
arkfergusonuk: Ed Miliband’s offer to the SNP ,0.0593450531,0.1228944519,0.0788185783,0.1823317677,0.2043096924,0.3523004566
